"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"3651","113230","MISP3","ENSG00000141854",15,5,18,1,20,15
"3652","113230","MISP3","ENSG00000288191",15,5,18,1,20,15
"3653","113235","SLC46A1","ENSG00000076351",136,29,75,0,9,7
"3654","113246","C12orf57","ENSG00000111678",254,2,102,0,1,20
"3656","113251","LARP4","ENSG00000161813",1346,95,709,0,76,34
"3658","113263","GLCCI1","ENSG00000106415",910,86,559,4,74,26
"3659","113277","TMEM106A","ENSG00000184988",643,77,483,1,0,8
"3660","113278","SLC52A3","ENSG00000101276",643,52,112,4,46,82
"3676","113402","SFT2D1","ENSG00000198818",251,37,131,0,0,1
"3678","113419","TEX261","ENSG00000144043",649,76,448,3,43,63
"3682","113444","SMIM12","ENSG00000163866",620,28,271,0,5,31
"3684","113451","AZIN2","ENSG00000142920",674,58,478,1,17,6
"3685","113452","TMEM54","ENSG00000121900",13,1,17,0,0,1
"3686","113457","TUBA3D","ENSG00000075886",21,0,0,1,3,6
"3689","113510","HELQ","ENSG00000163312",379,15,290,1,33,14
"3690","113540","CMTM1","ENSG00000089505",22,14,18,0,8,3
"3692","113612","CYP2U1","ENSG00000155016",647,10,333,0,0,1
"3693","113622","ADPRHL1","ENSG00000153531",17,0,1,0,0,10
"3694","113655","MFSD3","ENSG00000167700",84,14,16,2,11,10
"3695","113675","SDSL","ENSG00000139410",70,6,43,4,9,5
"3696","113691","TUBA3FP","ENSG00000161149",16,1,11,0,0,0
"3698","113730","KLHDC7B","ENSG00000130487",12,3,15,8,1,7
"3699","113746","ODF3","ENSG00000177947",8,0,9,2,0,3
"3700","113763","ZBED6CL","ENSG00000188707",24,0,31,8,4,2
"3701","113791","PIK3IP1","ENSG00000100100",2231,160,1608,1,29,10
"3703","113802","HENMT1","ENSG00000162639",252,4,161,0,4,5
"3704","113828","FAM83F","ENSG00000133477",2,0,0,8,6,24
"3705","113829","SLC35A4","ENSG00000176087",1204,56,444,0,9,20
"3706","113835","ZNF257","ENSG00000197134",30,19,59,2,14,4
"3707","113878","DTX2","ENSG00000091073",354,60,269,0,13,8
"3708","113878","DTX2","ENSG00000282379",354,60,269,0,13,8
"3715","114026","ZIM3","ENSG00000141946",0,0,0,3,0,10
"3716","114034","TOE1","ENSG00000132773",158,22,83,0,0,5
"3717","114036","LINC00310","ENSG00000227456",26,0,0,0,0,3
"3718","114038","LINC00313","ENSG00000185186",0,0,4,1,0,0
"3719","114041","B3GALT5-AS1",NA,0,0,2,0,0,6
"3720","114043","TSPEAR-AS2",NA,11,0,0,1,0,0
"3721","114044","MCM3AP-AS1","ENSG00000215424",34,9,7,0,0,1
"3722","114049","BUD23","ENSG00000071462",604,32,382,5,9,31
"3723","114088","TRIM9","ENSG00000100505",72,12,44,1,18,8
"3725","114112","TXNRD3","ENSG00000197763",207,13,91,0,15,9
"3726","114131","UCN3","ENSG00000178473",0,0,0,0,2,1
"3727","114132","SIGLEC11","ENSG00000161640",134,34,124,1,0,2
"3728","114134","SLC2A13","ENSG00000151229",541,25,267,10,11,10
"3730","114294","LACTB","ENSG00000103642",592,69,218,0,2,2
"3731","114299",NA,NA,15,3,17,0,2,6
"3733","114327","EFHC1","ENSG00000096093",98,7,38,3,14,3
"3734","114335","CGB1","ENSG00000267631",0,0,0,0,0,0
"3735","114336","CGB2","ENSG00000104818",0,0,0,0,0,0
"3738","114548","NLRP3","ENSG00000162711",3043,124,1254,0,26,18
"3739","114569","MAL2","ENSG00000147676",3,0,5,1,14,15
"3740","114571","SLC22A9","ENSG00000149742",0,0,2,0,0,1
"3741","114599","SNORD15B","ENSG00000207445",15764,1074,36977,13,355,158
"3743","114609","TIRAP","ENSG00000150455",215,11,58,0,18,15
"3744","114614","MIR155HG","ENSG00000234883",39,6,6,0,0,6
"3745","114625","ERMAP","ENSG00000164010",724,42,547,2,11,20
"3746","114659","LRRC37B","ENSG00000185158",151,12,102,0,31,48
"3748","114757","CYGB","ENSG00000161544",71,5,20,3,17,4
"3749","114758","CSPG4P1Y","ENSG00000240450",0,0,0,0,0,0
"3750","114760","TTTY3","ENSG00000231141",0,0,0,0,0,0
"3751","114761","TTTY4","ENSG00000226906",0,0,0,0,0,0
"3752","114769","CARD16","ENSG00000204397",176,38,211,0,22,10
"3753","114770","PGLYRP2","ENSG00000161031",5,0,0,0,0,7
"3754","114771","PGLYRP3","ENSG00000159527",0,0,0,3,1,2
"3755","114780","PKD1L2","ENSG00000166473",0,0,2,11,9,19
"3756","114781","BTBD9","ENSG00000183826",596,29,322,13,24,22
"3757","114783","LMTK3","ENSG00000142235",65,23,120,20,26,30
"3758","114784","CSMD2","ENSG00000121904",5,0,24,22,10,15
"3759","114785","MBD6","ENSG00000166987",1121,164,825,27,198,99
"3760","114786","XKR4","ENSG00000206579",20,0,3,3,0,4
"3761","114787","GPRIN1","ENSG00000169258",100,7,41,2,10,40
"3762","114788","CSMD3","ENSG00000164796",35,16,23,1,6,18
"3763","114789","SLC25A25","ENSG00000148339",1145,37,995,3,87,51
"3764","114790","STK11IP","ENSG00000144589",153,18,102,19,35,19
"3765","114791","TUBGCP5","ENSG00000275835",612,42,307,3,24,47
"3766","114791","TUBGCP5","ENSG00000280807",612,42,307,3,24,47
"3767","114791","TUBGCP5","ENSG00000276856",612,42,307,3,24,47
"3768","114792","KLHL32","ENSG00000186231",75,0,14,12,6,0
"3769","114793","FMNL2","ENSG00000157827",2825,195,1288,4,187,167
"3770","114794","ELFN2","ENSG00000166897",87,0,23,6,5,6
"3771","114794","ELFN2","ENSG00000243902",87,0,23,6,5,6
"3772","114795","TMEM132B","ENSG00000139364",233,2,42,22,2,9
"3773","114796","PSMG3-AS1","ENSG00000230487",82,10,53,21,7,15
"3774","114798","SLITRK1","ENSG00000178235",3,0,11,0,4,5
"3775","114799","ESCO1","ENSG00000141446",902,95,459,1,80,35
"3776","114800","CCDC85A","ENSG00000055813",433,43,401,46,63,49
"3777","114801","TMEM200A","ENSG00000164484",8,11,9,8,6,3
"3778","114803","MYSM1","ENSG00000162601",1324,143,939,2,108,121
"3779","114804","RNF157","ENSG00000141576",251,25,105,3,0,7
"3780","114805","GALNT13","ENSG00000144278",67,0,2,7,17,8
"3781","114815","SORCS1","ENSG00000108018",83,0,15,0,4,15
"3782","114818","KLHL29","ENSG00000119771",195,17,62,30,72,43
"3783","114819","CROCCP3","ENSG00000080947",266,41,181,8,66,43
"3784","114821","ZBED9","ENSG00000232040",0,7,0,1,0,2
"3785","114821","ZBED9","ENSG00000248496",0,7,0,1,0,2
"3786","114822","RHPN1","ENSG00000158106",24,5,25,2,163,36
"3787","114823","LENG8","ENSG00000167615",2258,387,1652,12,763,541
"3788","114823","LENG8","ENSG00000276458",2258,387,1652,12,763,541
"3789","114823","LENG8","ENSG00000274305",2258,387,1652,12,763,541
"3790","114823","LENG8","ENSG00000276681",2258,387,1652,12,763,541
"3791","114824","PNMA5","ENSG00000198883",0,0,1,1,0,9
"3792","114825","PWWP2A","ENSG00000170234",399,18,231,8,12,25
"3793","114826","SMYD4","ENSG00000186532",367,39,236,1,11,52
"3794","114827","FHAD1","ENSG00000142621",159,19,122,23,3,14
"3795","114836","SLAMF6","ENSG00000162739",18,9,4,0,13,6
"3796","114876","OSBPL1A","ENSG00000141447",1525,117,926,15,64,80
"3797","114879","OSBPL5","ENSG00000021762",724,94,305,6,86,96
"3798","114880","OSBPL6","ENSG00000079156",425,20,304,1,0,11
"3799","114881","OSBPL7","ENSG00000006025",174,19,130,4,55,29
"3800","114882","OSBPL8","ENSG00000091039",3630,352,1912,18,40,59
"3801","114883","OSBPL9","ENSG00000117859",1149,75,493,1,46,55
"3802","114884","OSBPL10","ENSG00000144645",182,26,118,13,57,85
"3803","114885","OSBPL11","ENSG00000144909",1879,154,1057,1,86,18
"3804","114897","C1QTNF1","ENSG00000173918",1540,16,637,0,8,28
"3805","114898","C1QTNF2","ENSG00000145861",90,1,74,4,4,5
"3806","114899","C1QTNF3","ENSG00000082196",102,0,51,0,5,1
"3808","114900","C1QTNF4","ENSG00000172247",57,0,23,0,0,2
"3809","114900","C1QTNF4","ENSG00000284838",57,0,23,0,0,2
"3810","114904","C1QTNF6","ENSG00000133466",101,37,72,11,12,7
"3811","114905","C1QTNF7","ENSG00000163145",274,17,133,0,15,13
"3812","114907","FBXO32","ENSG00000156804",934,8,437,12,12,83
"3813","114908","TMEM123","ENSG00000152558",8516,380,3757,18,57,63
"3814","114915","EPB41L4A-AS1",NA,236,9,64,0,21,15
"3815","114926","SMIM19","ENSG00000176209",675,13,281,3,5,4
"3816","114928","GPRASP2","ENSG00000158301",67,0,55,0,0,2
"3817","114932","MRFAP1L1","ENSG00000178988",2830,174,1994,2,63,77
"3818","114960","TSGA13","ENSG00000213265",1,0,4,0,1,0
"3819","114971","PTPMT1","ENSG00000110536",66,1,27,1,2,12
"3820","114971","PTPMT1","ENSG00000285206",66,1,27,1,2,12
"3821","114984","FLYWCH2","ENSG00000162076",437,52,220,0,25,14
"3822","114987","WDR31","ENSG00000148225",33,0,19,0,9,0
"3823","114990","VASN","ENSG00000168140",677,8,106,3,0,22
"3824","114990","VASN","ENSG00000274334",677,8,106,3,0,22
"3825","114991","ZNF618","ENSG00000157657",1610,148,936,1297,3463,515
"3827","115004","CGAS","ENSG00000164430",309,35,254,0,17,6
"3828","115019","SLC26A9","ENSG00000174502",12,0,2,14,33,25
"3829","115024","NT5C3B","ENSG00000141698",428,38,221,1,7,23
"3830","115098","CCDC124","ENSG00000007080",965,128,1126,1,41,52
"3831","115106","HAUS1","ENSG00000152240",74,9,51,0,14,11
"3832","115110","TNFRSF14-AS1",NA,100,5,51,0,6,10
"3833","115111","SLC26A7","ENSG00000147606",9,0,5,1,7,3
"3834","115123","MARCHF3","ENSG00000173926",282,37,146,1,26,27
"3835","115196","ZNF554","ENSG00000172006",145,26,69,1,14,6
"3837","115201","ATG4A","ENSG00000101844",181,9,105,62,56,22
"3838","115207","KCTD12","ENSG00000178695",21518,2754,13690,437,1281,603
"3839","115209","OMA1","ENSG00000162600",495,21,225,0,0,0
"3840","115265","DDIT4L","ENSG00000145358",76,0,12,0,0,3
"3841","115273","RAB42","ENSG00000188060",6,5,18,0,0,8
"3842","115286","SLC25A26","ENSG00000144741",254,30,79,0,11,3
"3843","115286","SLC25A26","ENSG00000282739",254,30,79,0,11,3
"3844","115290","FBXO17","ENSG00000269190",112,3,45,1,3,4
"3845","115290","FBXO17","ENSG00000282954",112,3,45,1,3,4
"3846","115294","PCMTD1","ENSG00000168300",3177,309,2224,1,152,55
"3848","115330","GPR146","ENSG00000164849",423,43,200,0,12,23
"3849","115350","FCRL1","ENSG00000163534",17,6,2,3,0,2
"3850","115352","FCRL3","ENSG00000160856",26,6,0,21,21,6
"3851","115353","LRRC42","ENSG00000116212",263,28,155,4,21,4
"3852","115361","GBP4","ENSG00000162654",4741,283,3707,2,631,120
"3853","115362","GBP5","ENSG00000154451",167,86,79,0,143,28
"3854","115399","LRRC56","ENSG00000161328",34,7,25,7,18,14
"3855","115399","LRRC56","ENSG00000273831",34,7,25,7,18,14
"3857","115416","MALSU1","ENSG00000156928",118,9,81,0,0,11
"3858","115426","UHRF2","ENSG00000147854",669,58,387,31,124,57
"3860","115509","ZNF689","ENSG00000156853",634,39,525,1,18,11
"3861","115548","FCHO2","ENSG00000157107",2655,207,1831,4,337,161
"3862","115557","ARHGEF25","ENSG00000240771",478,6,159,3,4,14
"3863","115560","ZNF501","ENSG00000186446",268,10,131,0,2,2
"3864","115560","ZNF501","ENSG00000281661",268,10,131,0,2,2
"3865","115572","TENT5B","ENSG00000158246",1,2,31,7,1,2
"3866","115584","SLC5A11","ENSG00000158865",8,2,1,2,0,10
"3867","115584","SLC5A11","ENSG00000288216",8,2,1,2,0,10
"3868","115650","TNFRSF13C","ENSG00000159958",683,19,427,0,0,0
"3869","115653","KIR3DL3","ENSG00000242019",0,0,0,10,0,0
"3870","115653","KIR3DL3","ENSG00000276433",0,0,0,10,0,0
"3871","115653","KIR3DL3","ENSG00000277620",0,0,0,10,0,0
"3872","115653","KIR3DL3","ENSG00000276328",0,0,0,10,0,0
"3873","115653","KIR3DL3","ENSG00000275062",0,0,0,10,0,0
"3874","115653","KIR3DL3","ENSG00000275433",0,0,0,10,0,0
"3875","115653","KIR3DL3","ENSG00000274696",0,0,0,10,0,0
"3876","115653","KIR3DL3","ENSG00000276084",0,0,0,10,0,0
"3877","115653","KIR3DL3","ENSG00000275172",0,0,0,10,0,0
"3878","115653","KIR3DL3","ENSG00000276086",0,0,0,10,0,0
"3879","115653","KIR3DL3","ENSG00000273502",0,0,0,10,0,0
"3880","115653","KIR3DL3","ENSG00000274480",0,0,0,10,0,0
"3881","115653","KIR3DL3","ENSG00000274724",0,0,0,10,0,0
"3882","115653","KIR3DL3","ENSG00000276806",0,0,0,10,0,0
"3883","115653","KIR3DL3","ENSG00000276930",0,0,0,10,0,0
"3884","115653","KIR3DL3","ENSG00000274556",0,0,0,10,0,0
"3885","115653","KIR3DL3","ENSG00000277552",0,0,0,10,0,0
"3886","115653","KIR3DL3","ENSG00000277596",0,0,0,10,0,0
"3887","115653","KIR3DL3","ENSG00000274786",0,0,0,10,0,0
"3888","115653","KIR3DL3","ENSG00000278490",0,0,0,10,0,0
"3889","115653","KIR3DL3","ENSG00000277392",0,0,0,10,0,0
"3890","115653","KIR3DL3","ENSG00000274254",0,0,0,10,0,0
"3891","115653","KIR3DL3","ENSG00000277028",0,0,0,10,0,0
"3892","115653","KIR3DL3","ENSG00000274639",0,0,0,10,0,0
"3893","115653","KIR3DL3","ENSG00000275513",0,0,0,10,0,0
"3894","115653","KIR3DL3","ENSG00000274394",0,0,0,10,0,0
"3895","115653","KIR3DL3","ENSG00000276875",0,0,0,10,0,0
"3896","115653","KIR3DL3","ENSG00000274763",0,0,0,10,0,0
"3897","115653","KIR3DL3","ENSG00000276572",0,0,0,10,0,0
"3898","115653","KIR3DL3","ENSG00000274511",0,0,0,10,0,0
"3899","115653","KIR3DL3","ENSG00000278723",0,0,0,10,0,0
"3900","115653","KIR3DL3","ENSG00000276196",0,0,0,10,0,0
"3901","115653","KIR3DL3","ENSG00000278729",0,0,0,10,0,0
"3902","115653","KIR3DL3","ENSG00000284480",0,0,0,10,0,0
"3903","115653","KIR3DL3","ENSG00000284371",0,0,0,10,0,0
"3904","115653","KIR3DL3","ENSG00000284127",0,0,0,10,0,0
"3905","115653","KIR3DL3","ENSG00000284104",0,0,0,10,0,0
"3906","115653","KIR3DL3","ENSG00000283966",0,0,0,10,0,0
"3907","115653","KIR3DL3","ENSG00000283915",0,0,0,10,0,0
"3908","115653","KIR3DL3","ENSG00000283875",0,0,0,10,0,0
"3909","115653","KIR3DL3","ENSG00000283823",0,0,0,10,0,0
"3910","115653","KIR3DL3","ENSG00000284086",0,0,0,10,0,0
"3911","115677","NOSTRIN","ENSG00000163072",2851,119,1611,3,291,288
"3912","115677","NOSTRIN","ENSG00000275326",2851,119,1611,3,291,288
"3913","115701","ALPK2","ENSG00000198796",254,2,45,35,4,10
"3914","115703","ARHGAP33","ENSG00000004777",74,7,50,37,31,15
"3915","115704","EVI5L","ENSG00000142459",747,50,373,4,65,38
"3916","115708","TRMT61A","ENSG00000166166",114,21,77,22,3,8
"3917","115727","RASGRP4","ENSG00000171777",288,111,256,4,0,7
"3918","115749","C12orf56","ENSG00000185306",16,0,0,1,0,11
"3919","115752","DIS3L","ENSG00000166938",1123,73,661,2,37,30
"3920","115761","ARL11","ENSG00000152213",207,49,122,0,6,8
"3921","115795","FANCD2OS","ENSG00000163705",0,0,0,0,1,0
"3923","115811","IQCD","ENSG00000166578",2,11,7,0,0,0
"3924","115817","DHRS1","ENSG00000157379",185,26,103,0,5,14
"3925","115817","DHRS1","ENSG00000284868",185,26,103,0,5,14
"3926","115825","WDFY2","ENSG00000139668",494,24,480,0,22,41
"3927","115827","RAB3C","ENSG00000152932",2,12,3,0,0,0
"3928","115861","NXNL1","ENSG00000171773",0,0,1,0,0,1
"3930","115908","CTHRC1","ENSG00000164932",129,8,86,1,62,24
"3931","115939","TSR3","ENSG00000007520",733,108,475,0,64,62
"3932","115948","ODAD3","ENSG00000198003",13,1,37,0,5,2
"3933","115950","ZNF653","ENSG00000161914",97,20,58,6,9,10
"3934","115992","RNF166","ENSG00000158717",642,93,411,2,31,45
"3937","116028","RMI2","ENSG00000175643",24,5,26,0,0,4
"3938","116039","OSR2","ENSG00000164920",0,0,0,4,0,0
"3939","116064","LRRC58","ENSG00000163428",1760,88,1004,2,5,33
"3940","116068","LYSMD3","ENSG00000176018",919,30,613,1,30,44
"3941","116071","BATF2","ENSG00000168062",188,26,131,0,3,13
"3942","116085","SLC22A12","ENSG00000197891",1,0,0,0,0,0
"3943","116092","DNTTIP1","ENSG00000101457",497,39,294,2,29,15
"3944","116093","DIRC1",NA,0,0,0,1,0,1
"3946","116113","FOXP4","ENSG00000137166",266,99,230,9,7,48
"3947","116115","ZNF526","ENSG00000167625",262,28,170,0,44,11
"3948","116123","FMO9P","ENSG00000215834",1,0,0,5,0,1
"3949","116135","LRRC3B","ENSG00000179796",28,0,3,1,2,4
"3950","116138","KLHDC3","ENSG00000124702",913,63,353,2,84,47
"3951","116143","DNAAF10","ENSG00000243667",178,21,89,1,2,6
"3952","116150","NUS1","ENSG00000153989",468,22,209,0,24,6
"3953","116151","FAM210B","ENSG00000124098",1218,55,813,13,31,47
"3954","116154","PHACTR3","ENSG00000087495",302,0,59,3,4,23
"3955","116159","CYYR1","ENSG00000166265",2125,103,1260,23,58,81
"3956","116173","CMTM5","ENSG00000166091",37,4,4,3,0,1
"3957","116179","TGM7","ENSG00000159495",0,0,0,1,2,16
"3958","116211","TM4SF19","ENSG00000145107",0,0,0,0,0,1
"3959","116224","PABIR1","ENSG00000187866",872,31,479,1,11,9
"3960","116225","ZMYND19","ENSG00000165724",107,22,102,14,31,36
"3961","116228","COX20","ENSG00000203667",70,1,37,1,24,5
"3962","116236","ABHD15","ENSG00000168792",561,31,337,3,18,14
"3963","116238","TLCD1","ENSG00000160606",28,9,14,0,2,1
"3964","116254","GINM1","ENSG00000055211",920,92,646,0,48,44
"3965","116255","MOGAT1","ENSG00000124003",10,0,2,0,0,3
"3966","116285","ACSM1","ENSG00000166743",5,0,0,1,5,3
"3968","116328","C8orf34","ENSG00000165084",2,4,0,5,3,11
"3969","116337","PANX3","ENSG00000154143",1,6,1,0,6,4
"3970","116349","EXOC3-AS1",NA,75,1,15,2,5,14
"3971","116362","RBP7","ENSG00000162444",37,26,15,0,8,18
"3972","116369","SLC26A8","ENSG00000112053",24,14,10,7,2,10
"3973","116372","LYPD1","ENSG00000150551",80,0,48,0,2,4
"3974","116379","IL22RA2","ENSG00000164485",0,0,0,0,0,1
"3976","116412","ZNF837","ENSG00000152475",19,2,12,2,2,3
"3977","116437","LINC01257","ENSG00000204603",0,0,0,1,0,2
"3978","116441","TM4SF18","ENSG00000163762",1562,58,850,42,57,68
"3979","116442","RAB39B","ENSG00000155961",117,1,46,11,0,1
"3980","116443","GRIN3A","ENSG00000198785",107,0,12,26,0,5
"3981","116444","GRIN3B","ENSG00000116032",15,1,19,5,3,8
"3982","116447","TOP1MT","ENSG00000184428",150,18,29,1,58,35
"3983","116448","OLIG1","ENSG00000184221",132,12,11,6,5,2
"3984","116449","CLNK","ENSG00000109684",0,2,0,0,4,2
"3985","116461","TSEN15","ENSG00000198860",307,34,239,3,0,6
"3986","116496","NIBAN1","ENSG00000135842",2480,868,907,2,42,60
"3987","116511","MAS1L","ENSG00000204687",0,0,0,0,0,0
"3988","116511","MAS1L","ENSG00000206470",0,0,0,0,0,0
"3989","116511","MAS1L","ENSG00000234954",0,0,0,0,0,0
"3990","116511","MAS1L","ENSG00000237284",0,0,0,0,0,0
"3991","116511","MAS1L","ENSG00000228515",0,0,0,0,0,0
"3992","116511","MAS1L","ENSG00000233141",0,0,0,0,0,0
"3993","116511","MAS1L","ENSG00000206515",0,0,0,0,0,0
"3994","116511","MAS1L","ENSG00000228377",0,0,0,0,0,0
"3995","116512","MRGPRD","ENSG00000172938",0,0,0,17,0,0
"3996","116519","APOA5","ENSG00000110243",0,0,0,0,0,9
"3997","116534","MRGPRE","ENSG00000184350",0,0,0,0,0,0
"3998","116535","MRGPRF","ENSG00000172935",241,0,108,0,10,3
"3999","116540","MRPL53","ENSG00000204822",0,0,0,0,0,0
"4000","116541","MRPL54","ENSG00000183617",208,20,123,1,16,2
"4001","116729","PPP1R27","ENSG00000182676",4,0,10,1,0,1
"4002","116729","PPP1R27","ENSG00000288186",4,0,10,1,0,1
"4003","116828","N4BP2L2-IT2","ENSG00000281026",125,22,58,0,43,8
"4004","116832","RPL39L","ENSG00000163923",63,3,22,0,1,17
"4005","116835","HSPA12B","ENSG00000132622",2440,155,1128,28,183,130
"4006","116840","CNTROB","ENSG00000170037",534,33,314,1,122,50
"4007","116841","SNAP47","ENSG00000143740",257,32,134,0,1,21
"4008","116842","LEAP2","ENSG00000164406",3,0,6,0,0,9
"4009","116843","SLC18B1","ENSG00000146409",595,20,360,1,5,19
"4010","116844","LRG1","ENSG00000171236",107,37,27,4,8,2
"4011","116931","MED12L","ENSG00000144893",664,35,526,2,32,18
"4012","116933","CLRN1-AS1",NA,0,0,0,0,0,0
"4013","116966","WDR17","ENSG00000150627",134,11,111,11,19,9
"4014","116969","ART5","ENSG00000167311",15,5,0,2,0,0
"4015","116983","ACAP3","ENSG00000131584",337,68,284,1,126,91
"4016","116984","ARAP2","ENSG00000047365",999,112,496,2,21,47
"4017","116985","ARAP1","ENSG00000186635",3727,744,2225,20,138,162
"4018","116986","AGAP2","ENSG00000135439",950,27,245,12,9,17
"4019","116987","AGAP1","ENSG00000157985",1690,94,532,38,104,153
"4020","116988","AGAP3","ENSG00000133612",1083,97,582,54,158,163
"4022","117143","TADA1","ENSG00000152382",232,6,91,0,15,2
"4023","117144","CATSPER1","ENSG00000175294",5,5,2,2,1,6
"4024","117145","THEM4","ENSG00000159445",89,19,70,1,13,15
"4025","117153",NA,NA,12,0,2,0,0,0
"4026","117154","DACH2","ENSG00000126733",7,0,5,16,9,9
"4027","117155","CATSPER2","ENSG00000166762",25,6,36,0,0,2
"4028","117156","SCGB3A2","ENSG00000164265",0,0,0,0,0,0
"4029","117157","SH2D1B","ENSG00000198574",10,0,0,0,29,1
"4030","117159","DCD","ENSG00000161634",0,0,0,0,0,1
"4031","117166","WFIKKN1","ENSG00000127578",8,0,4,1,0,10
"4032","117177","RAB3IP","ENSG00000127328",234,29,91,0,7,24
"4033","117178","SSX2IP","ENSG00000117155",462,16,271,22,12,9
"4034","117194","MRGPRX2","ENSG00000183695",0,0,0,0,0,0
"4035","117195","MRGPRX3","ENSG00000179826",0,0,0,5,0,0
"4036","117196","MRGPRX4","ENSG00000179817",0,0,0,2,5,0
"4037","117245","PLAAT5","ENSG00000168004",39,0,11,0,0,10
"4038","117246","FTSJ3","ENSG00000108592",1408,75,693,13,144,113
"4039","117247","SLC16A10","ENSG00000112394",8,0,10,2,4,1
"4040","117248","GALNT15","ENSG00000131386",3871,255,1903,0,94,49
"4041","117283","IP6K3","ENSG00000161896",1,0,4,0,6,0
"4042","117285","DEFB118","ENSG00000131068",0,0,0,0,0,1
"4043","117286","CIB3","ENSG00000141977",0,4,0,6,0,0
"4044","117289","TAGAP","ENSG00000164691",2318,131,1468,0,10,3
"4048","117531","TMC1","ENSG00000165091",47,5,7,0,32,7
"4049","117532","TMC2","ENSG00000149488",2,0,0,15,7,2
"4050","117579","RLN3","ENSG00000171136",16,0,0,0,8,0
"4051","117579","RLN3","ENSG00000288474",16,0,0,0,8,0
"4052","117581","TWIST2","ENSG00000233608",24,0,33,0,0,2
"4053","117581","TWIST2","ENSG00000288335",24,0,33,0,0,2
"4054","117583","PARD3B","ENSG00000116117",719,40,423,12,80,61
"4055","117584","RFFL","ENSG00000092871",314,36,180,0,39,10
"4057","117608","ZNF354B","ENSG00000178338",219,29,180,1,29,18
"4059","117854","TRIM6","ENSG00000121236",39,0,40,0,0,8
"4067","118421","LINC00161","ENSG00000226935",0,0,0,0,0,0
"4068","118424","UBE2J2","ENSG00000160087",536,31,320,9,36,29
"4069","118425","PCAT4","ENSG00000251321",0,1,0,0,0,1
"4070","118426","BORCS5","ENSG00000165714",208,18,122,0,13,1
"4071","118426","BORCS5","ENSG00000280689",208,18,122,0,13,1
"4072","118427","OLFM3","ENSG00000118733",19,0,8,1,1,8
"4073","118429","ANTXR2","ENSG00000163297",912,83,451,0,44,57
"4074","118430","MUCL1","ENSG00000172551",0,0,0,0,0,2
"4075","118432","RPL29P2","ENSG00000240480",0,0,2,0,0,0
"4076","118433","RPL23AP7",NA,164,23,103,3,0,16
"4077","118442","GPR62","ENSG00000180929",2,12,6,0,4,0
"4078","118460","EXOSC6","ENSG00000223496",448,39,234,0,23,17
"4079","118461","C10orf71","ENSG00000177354",0,0,0,1,2,3
"4080","118471","PRAP1","ENSG00000165828",1,1,16,0,5,0
"4081","118472","ZNF511","ENSG00000198546",54,6,48,0,0,2
"4082","118487","CHCHD1","ENSG00000172586",146,17,108,0,16,16
"4083","118490","MSS51","ENSG00000166343",95,11,53,0,20,14
"4084","118491","CFAP70","ENSG00000156042",43,6,41,2,18,11
"4087","118611","C10orf90","ENSG00000154493",67,4,0,0,0,4
"4088","118663","BTBD16","ENSG00000138152",0,0,0,0,0,0
"4089","118670","FAM24A","ENSG00000203795",0,0,0,2,0,0
"4090","118672","PSTK","ENSG00000179988",43,0,49,4,10,9
"4092","118738","ZNF488","ENSG00000265763",9,0,6,2,1,3
"4093","118788","PIK3AP1","ENSG00000155629",3000,526,1784,5,3,66
"4095","118812","MORN4","ENSG00000171160",48,0,52,3,9,18
"4096","118813","ZFYVE27","ENSG00000155256",250,19,232,0,57,34
"4097","118856","MMP21","ENSG00000154485",8,2,0,5,8,3
"4098","118881","COMTD1","ENSG00000165644",41,4,12,7,10,20
"4099","118924","FRA10AC1","ENSG00000148690",612,19,343,6,70,40
"4100","118932","ANKRD22","ENSG00000152766",146,10,0,3,0,0
"4101","118980","SFXN2","ENSG00000156398",257,14,84,18,24,0
"4102","118987","PDZD8","ENSG00000165650",1708,101,802,46,64,40
"4104","119016","AGAP4","ENSG00000188234",11,0,5,0,10,1
"4105","119032","BORCS7","ENSG00000166275",521,64,283,0,6,19
"4107","119180","LYZL2","ENSG00000151033",0,0,0,0,0,0
"4116","119369","NUDT9P1",NA,17,0,14,3,0,1
"4117","119385","AGAP11","ENSG00000271880",155,14,85,15,10,19
"4118","119391","GSTO2","ENSG00000065621",23,1,0,14,0,5
"4119","119392","SFR1","ENSG00000156384",187,15,100,1,4,0
"4120","119395","CALHM3","ENSG00000183128",0,0,0,1,2,5
"4121","119437","CTAGE7P","ENSG00000233122",75,16,43,0,2,6
"4122","119467","CLRN3","ENSG00000180745",1,1,1,4,0,1
"4124","119504","ANAPC16","ENSG00000166295",967,83,606,2,33,45
"4125","119548","PNLIPRP3","ENSG00000203837",0,2,0,1,0,0
"4126","119559","SFXN4","ENSG00000183605",127,27,51,0,6,15
"4127","119587","CPXM2","ENSG00000121898",19,57,16,24,81,3
"4130","119678","OR52E2","ENSG00000176787",0,0,0,0,0,0
"4131","119679","OR52J3","ENSG00000205495",0,0,0,1,0,2
"4132","119682","OR51L1","ENSG00000176798",0,0,0,0,0,0
"4133","119687","OR51A7","ENSG00000176895",0,0,0,2,0,0
"4134","119692","OR51S1","ENSG00000176922",0,0,0,1,0,0
"4135","119694","OR51F2","ENSG00000176925",0,2,0,0,0,0
"4136","119695","OR52R1","ENSG00000279270",0,0,0,6,0,0
