"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"24153","8460","TPST1","ENSG00000169902",254,10,137,2,0,27
"24160","8462","KLF11","ENSG00000172059",1139,96,874,9,29,39
"24169","8463","TEAD2","ENSG00000074219",493,14,210,2,49,48
"24176","8464","SUPT3H","ENSG00000196284",284,24,117,0,29,12
"24200","8467","SMARCA5","ENSG00000153147",6752,356,3961,1,245,195
"24210","8468","FKBP6","ENSG00000077800",1,0,8,0,0,0
"24228","8470","SORBS2","ENSG00000154556",2892,103,2121,8,145,115
"24236","8471","IRS4","ENSG00000133124",0,3,1,0,2,6
"24244","8473","OGT","ENSG00000147162",1388,328,745,4,275,116
"24254","8476","CDC42BPA","ENSG00000143776",4684,365,2233,5,447,279
"24259","8477","GPR65","ENSG00000140030",309,36,105,1,0,7
"24265","8479","HIRIP3","ENSG00000149929",412,37,465,2,40,43
"24272","8480","RAE1","ENSG00000101146",344,36,170,0,11,9
"24278","8481","OFD1","ENSG00000046651",1153,103,499,14,122,88
"24286","8482","SEMA7A","ENSG00000138623",429,72,363,10,21,44
"24287","8482","SEMA7A","ENSG00000288455",429,72,363,10,21,44
"24292","8483","CILP","ENSG00000138615",8,1,5,1,0,5
"24300","8484","GALR3","ENSG00000128310",0,0,0,2,2,0
"24319","8487","GEMIN2","ENSG00000092208",65,3,44,0,0,5
"24346","8490","RGS5","ENSG00000143248",61216,496,17038,17,40,337
"24347","8490","RGS5","ENSG00000232995",61216,496,17038,17,40,337
"24355","8491","MAP4K3","ENSG00000011566",1575,86,681,21,137,115
"24366","8492","PRSS12","ENSG00000164099",1125,13,507,4,5,12
"24375","8493","PPM1D","ENSG00000170836",578,42,250,0,36,42
"24395","8495","PPFIBP2","ENSG00000166387",674,26,383,11,0,28
"24405","8496","PPFIBP1","ENSG00000110841",15926,266,5527,7,384,472
"24413","8497","PPFIA4","ENSG00000143847",102,4,73,9,4,23
"24420","8498","RANBP3","ENSG00000031823",1368,174,898,23,104,65
"24430","8499","PPFIA2","ENSG00000139220",157,3,43,6,0,24
"24435","8500","PPFIA1","ENSG00000131626",2113,190,1396,5,342,156
"24436","8500","PPFIA1","ENSG00000288198",2113,190,1396,5,342,156
"24442","8501","SLC43A1","ENSG00000149150",140,6,55,0,12,16
"24449","8502","PKP4","ENSG00000144283",3489,163,1231,6,583,470
"24455","8503","PIK3R3","ENSG00000117461",1837,306,1037,7,466,317
"24456","8504","PEX3","ENSG00000034693",323,12,145,2,17,19
"24457","8505","PARG","ENSG00000227345",158,7,97,0,34,6
"24458","8506","CNTNAP1","ENSG00000108797",134,8,32,1,4,26
"24459","8507","ENC1","ENSG00000171617",984,29,543,0,19,15
"24460","8508","NIPSNAP1","ENSG00000184117",389,64,206,2,8,22
"24461","8509","NDST2","ENSG00000166507",555,104,397,1,41,67
"24462","8509","NDST2","ENSG00000272916",555,104,397,1,41,67
"24463","8510","MMP23B","ENSG00000189409",0,0,0,1,0,0
"24464","8511","MMP23A","ENSG00000215914",0,0,0,0,0,0
"24465","8512","MBL1P","ENSG00000242600",1,0,9,2,16,5
"24466","8513","LIPF","ENSG00000182333",1,0,0,0,0,7
"24467","8514","KCNAB2","ENSG00000069424",340,67,135,5,28,26
"24468","8515","ITGA10","ENSG00000143127",362,44,235,2,163,118
"24469","8516","ITGA8","ENSG00000077943",63,13,126,40,104,58
"24470","8517","IKBKG","ENSG00000269335",96,12,73,2,22,3
"24471","8518","ELP1","ENSG00000070061",724,120,571,7,82,55
"24472","8519","IFITM1","ENSG00000185885",2414,551,2887,1,192,300
"24473","8520","HAT1","ENSG00000128708",952,30,589,51,28,37
"24474","8521","GCM1","ENSG00000137270",0,0,3,2,4,4
"24475","8522","GAS7","ENSG00000007237",951,196,196,1,14,51
"24478","8525","DGKZ","ENSG00000149091",1008,129,555,19,247,97
"24479","8526","DGKE","ENSG00000153933",943,47,392,0,34,44
"24480","8527","DGKD","ENSG00000077044",277,77,218,10,170,193
"24481","8527","DGKD","ENSG00000280873",277,77,218,10,170,193
"24482","8528","DDO","ENSG00000203797",18,1,10,3,0,0
"24488","8529","CYP4F2","ENSG00000186115",0,0,0,0,0,4
"24495","8530","CST7","ENSG00000077984",92,121,10,0,0,1
"24499","8531","YBX3","ENSG00000060138",2350,230,1387,4,342,307
"24503","8532","CPZ","ENSG00000109625",9,0,3,2,2,33
"24506","8533","COPS3","ENSG00000141030",945,86,420,0,7,38
"24507","8534","CHST1","ENSG00000175264",86,17,61,7,53,38
"24508","8535","CBX4","ENSG00000141582",833,130,766,9,130,62
"24512","8536","CAMK1","ENSG00000134072",368,12,243,8,6,17
"24519","8537","BCAS1","ENSG00000064787",949,18,27,0,1,29
"24525","8538","BARX2","ENSG00000043039",0,0,0,4,1,0
"24526","8539","API5","ENSG00000166181",804,54,506,1,13,19
"24529","8540","AGPS","ENSG00000018510",1242,96,834,0,88,66
"24535","8541","PPFIA3","ENSG00000177380",247,15,168,14,22,24
"24541","8542","APOL1","ENSG00000100342",1499,194,812,8,315,135
"24542","8543","LMO4","ENSG00000143013",1060,44,532,16,45,33
"24546","8544","PIR","ENSG00000087842",103,28,182,2,4,1
"24555","8545","CGGBP1","ENSG00000163320",2058,88,1347,2,91,59
"24565","8546","AP3B1","ENSG00000132842",1900,234,1213,15,265,170
"24572","8547","FCN3","ENSG00000142748",18,7,17,41,32,3
"24578","8548","BLZF1","ENSG00000117475",558,22,331,0,59,27
"24581","8549","LGR5","ENSG00000139292",3,0,0,0,0,2
"24583","8550","MAPKAPK5","ENSG00000089022",694,50,536,2,26,45
"24586","8551","INE2","ENSG00000281371",0,0,0,0,0,0
"24587","8552","INE1","ENSG00000224975",9,6,6,0,11,0
"24588","8553","BHLHE40","ENSG00000134107",6777,416,4371,3,1143,445
"24589","8554","PIAS1","ENSG00000033800",1421,78,1137,4,25,28
"24590","8555","CDC14B","ENSG00000081377",786,27,465,6,17,16
"24591","8556","CDC14A","ENSG00000079335",676,40,491,5,101,19
"24593","8557","TCAP","ENSG00000173991",1,0,5,0,0,6
"24594","8558","CDK10","ENSG00000185324",303,24,263,2,250,68
"24595","8559","PRPF18","ENSG00000165630",936,86,530,4,41,76
"24596","8560","DEGS1","ENSG00000143753",1232,89,661,34,94,91
"24597","8562","DENR","ENSG00000139726",682,81,489,4,30,27
"24598","8563","THOC5","ENSG00000100296",843,80,727,3,150,56
"24599","8564","KMO","ENSG00000117009",10,6,9,0,0,5
"24600","8565","YARS1","ENSG00000134684",609,68,526,30,104,70
"24601","8566","PDXK","ENSG00000160209",6962,210,2637,30,110,313
"24602","8567","MADD","ENSG00000110514",2072,172,1557,13,130,109
"24603","8568","RRP1","ENSG00000160214",368,29,172,17,36,17
"24604","8569","MKNK1","ENSG00000079277",1932,137,2585,0,85,37
"24606","8570","KHSRP","ENSG00000088247",2746,202,1402,18,130,136
"24607","8572","PDLIM4","ENSG00000131435",154,14,79,9,34,9
"24608","8573","CASK","ENSG00000147044",927,67,387,8,23,36
"24609","8574","AKR7A2","ENSG00000053371",451,42,217,1,10,10
"24610","8575","PRKRA","ENSG00000180228",520,63,332,0,8,3
"24611","8576","STK16","ENSG00000115661",167,15,142,0,17,9
"24612","8577","TMEFF1","ENSG00000241697",2,0,0,4,5,0
"24613","8578","SCARF1","ENSG00000074660",1722,134,672,6,115,111
"24614","8578","SCARF1","ENSG00000276336",1722,134,672,6,115,111
"24616","8581","LY6D","ENSG00000167656",0,0,0,0,2,0
"24618","8587","OR7E2P","ENSG00000255203",0,9,3,0,23,6
"24620","8590","OR6A2","ENSG00000184933",0,0,0,0,1,0
"24623","8600","TNFSF11","ENSG00000120659",0,0,0,0,2,9
"24624","8601","RGS20","ENSG00000147509",13,0,13,6,0,1
"24625","8602","NOP14","ENSG00000087269",1007,152,975,8,164,129
"24626","8603","FAM193A","ENSG00000125386",1832,197,1213,44,374,137
"24627","8604","SLC25A12","ENSG00000115840",701,28,362,3,29,7
"24628","8605","PLA2G4C","ENSG00000105499",405,39,290,30,102,66
"24629","8607","RUVBL1","ENSG00000175792",477,68,238,3,45,28
"24630","8607","RUVBL1","ENSG00000284901",477,68,238,3,45,28
"24631","8608","RDH16","ENSG00000139547",0,0,0,0,1,0
"24632","8609","KLF7","ENSG00000118263",1357,132,746,3,119,95
"24634","8611","PLPP1","ENSG00000067113",534,72,519,3,269,72
"24635","8612","PLPP2","ENSG00000141934",289,6,97,0,19,16
"24636","8613","PLPP3","ENSG00000162407",531,16,105,6,124,112
"24637","8614","STC2","ENSG00000113739",16,5,1,10,52,77
"24638","8615","USO1","ENSG00000138768",1975,172,1131,2,115,65
"24639","8618","CADPS","ENSG00000163618",39,2,43,14,5,14
"24641","8620","NPFF","ENSG00000139574",12,2,3,0,3,0
"24642","8621","CDK13","ENSG00000065883",2259,197,1333,14,201,175
"24643","8622","PDE8B","ENSG00000113231",1513,5,274,7,2,32
"24644","8622","PDE8B","ENSG00000284762",1513,5,274,7,2,32
"24645","8623","ASMTL","ENSG00000169093",13,0,1,0,0,0
"24646","8624","PSMG1","ENSG00000183527",174,5,58,0,18,2
"24647","8625","RFXANK","ENSG00000064490",295,26,175,3,27,30
"24648","8626","TP63","ENSG00000073282",70,2,19,20,3,12
"24649","8629","JRK","ENSG00000234616",512,46,301,6,16,23
"24651","8630","HSD17B6","ENSG00000025423",23,0,48,3,3,1
"24652","8631","SKAP1","ENSG00000141293",12,43,2,1,24,5
"24653","8632","DNAH17","ENSG00000187775",84,18,35,18,2,11
"24654","8633","UNC5C","ENSG00000182168",798,19,192,4,5,17
"24655","8634","RTCA","ENSG00000137996",867,43,708,7,93,22
"24656","8635","RNASET2","ENSG00000026297",2688,371,2098,5,8,14
"24657","8636","SSNA1","ENSG00000176101",269,31,343,0,26,9
"24658","8637","EIF4EBP3","ENSG00000243056",35,2,22,0,0,0
"24659","8638","OASL","ENSG00000135114",227,28,211,1,3,11
"24660","8639","AOC3","ENSG00000131471",94,15,137,3,6,15
"24662","8641","PCDHGB4","ENSG00000253953",0,0,0,0,0,0
"24663","8642","DCHS1","ENSG00000166341",1435,201,754,4,337,230
"24664","8643","PTCH2","ENSG00000117425",248,6,171,2,27,5
"24665","8644","AKR1C3","ENSG00000196139",193,4,147,0,2,29
"24666","8645","KCNK5","ENSG00000164626",4,8,0,4,117,23
"24667","8646","CHRD","ENSG00000090539",86,5,41,6,5,10
"24668","8647","ABCB11","ENSG00000073734",5,1,0,1,14,6
"24669","8647","ABCB11","ENSG00000276582",5,1,0,1,14,6
"24670","8648","NCOA1","ENSG00000084676",4766,419,2388,5,122,184
"24671","8649","LAMTOR3","ENSG00000109270",331,23,213,0,1,0
"24673","8650","NUMB","ENSG00000133961",2835,338,1618,5,164,126
"24674","8651","SOCS1","ENSG00000185338",87,12,75,207,264,215
"24675","8653","DDX3Y","ENSG00000067048",2807,140,1814,1,126,1
"24676","8654","PDE5A","ENSG00000138735",2359,33,705,1,7,83
"24677","8655","DYNLL1","ENSG00000088986",1853,213,1991,22,177,167
"24678","8658","TNKS","ENSG00000173273",1453,133,757,16,77,68
"24679","8658","TNKS","ENSG00000285372",1453,133,757,16,77,68
"24680","8659","ALDH4A1","ENSG00000159423",194,5,58,7,12,11
"24683","8660","IRS2","ENSG00000185950",1431,149,711,26,101,52
"24684","8661","EIF3A","ENSG00000107581",9254,1257,8215,49,1044,786
"24685","8662","EIF3B","ENSG00000106263",2045,235,1244,129,311,272
"24686","8663","EIF3C","ENSG00000184110",0,0,0,0,0,0
"24687","8664","EIF3D","ENSG00000100353",3571,293,2462,4,50,137
"24688","8665","EIF3F","ENSG00000175390",726,47,348,7,14,16
"24689","8666","EIF3G","ENSG00000130811",3151,279,1852,4,109,114
"24690","8667","EIF3H","ENSG00000147677",3272,285,1971,1,100,113
"24691","8668","EIF3I","ENSG00000084623",1312,90,846,2,37,89
"24692","8669","EIF3J","ENSG00000104131",707,91,459,3,52,75
"24694","8671","SLC4A4","ENSG00000080493",932,32,246,1,43,17
"24695","8672","EIF4G3","ENSG00000075151",4452,497,2940,142,643,443
"24696","8673","VAMP8","ENSG00000118640",475,52,350,0,10,51
"24697","8674","VAMP4","ENSG00000117533",684,71,494,3,86,37
"24698","8675","STX16","ENSG00000124222",1628,144,1437,1,253,171
"24699","8676","STX11","ENSG00000135604",500,57,239,5,2,23
"24700","8677","STX10","ENSG00000104915",432,80,267,13,34,37
"24701","8678","BECN1","ENSG00000126581",1664,115,975,2,96,95
"24703","8681","JMJD7-PLA2G4B","ENSG00000168970",0,0,0,0,0,0
"24704","8682","PEA15","ENSG00000162734",7995,475,4390,3,225,353
"24705","8683","SRSF9","ENSG00000111786",466,91,393,64,104,104
"24706","8685","MARCO","ENSG00000019169",207,98,413,2,1,16
"24707","8687","KRT38","ENSG00000171360",0,0,0,0,0,0
"24708","8688","KRT37","ENSG00000108417",0,0,0,2,21,0
"24709","8688","KRT37","ENSG00000263022",0,0,0,2,21,0
"24710","8689","KRT36","ENSG00000126337",0,0,0,0,0,1
"24712","8690","JRKL","ENSG00000183340",486,73,310,7,15,36
"24713","8692","HYAL2","ENSG00000068001",1269,203,500,7,345,303
"24714","8693","GALNT4","ENSG00000257594",14,1,33,0,0,0
"24715","8694","DGAT1","ENSG00000185000",369,55,236,3,50,65
"24716","8694","DGAT1","ENSG00000285482",369,55,236,3,50,65
"24717","8697","CDC23","ENSG00000094880",686,49,384,0,7,22
"24718","8698","S1PR4","ENSG00000125910",44,30,20,0,0,2
"24720","8701","DNAH11","ENSG00000105877",115,11,20,28,2,40
"24721","8702","B4GALT4","ENSG00000121578",346,16,295,0,13,17
"24722","8703","B4GALT3","ENSG00000158850",456,9,145,0,10,14
"24723","8704","B4GALT2","ENSG00000117411",241,15,74,17,112,35
"24724","8705","B3GALT4","ENSG00000235863",321,25,120,15,47,11
"24725","8705","B3GALT4","ENSG00000235155",321,25,120,15,47,11
"24726","8705","B3GALT4","ENSG00000206285",321,25,120,15,47,11
"24727","8705","B3GALT4","ENSG00000236802",321,25,120,15,47,11
"24728","8705","B3GALT4","ENSG00000226936",321,25,120,15,47,11
"24729","8706","B3GALNT1","ENSG00000169255",505,12,225,3,1,52
"24730","8707","B3GALT2","ENSG00000162630",109,1,9,1,0,1
"24731","8708","B3GALT1","ENSG00000172318",2,1,4,2,9,0
"24733","8710","SERPINB7","ENSG00000166396",0,2,0,0,4,1
"24734","8711","TNK1","ENSG00000174292",11,1,11,1,14,9
"24735","8711","TNK1","ENSG00000283781",11,1,11,1,14,9
"24736","8712","PAGE1","ENSG00000068985",0,0,0,2,0,0
"24737","8714","ABCC3","ENSG00000108846",8,34,16,3,8,18
"24738","8715","NOL4","ENSG00000101746",17,0,8,9,0,3
"24739","8717","TRADD","ENSG00000102871",131,66,63,4,26,14
"24741","8718","TNFRSF25","ENSG00000215788",73,8,106,0,101,68
"24742","8720","MBTPS1","ENSG00000140943",2822,210,2091,2,160,95
"24743","8721","EDF1","ENSG00000107223",2868,262,2767,2,200,204
"24744","8722","CTSF","ENSG00000174080",1091,14,489,0,19,25
"24745","8723","SNX4","ENSG00000114520",777,74,543,4,62,42
"24746","8724","SNX3","ENSG00000112335",4153,350,3774,3,121,300
"24747","8725","URI1","ENSG00000105176",1746,79,915,2,84,86
"24748","8726","EED","ENSG00000074266",422,50,256,20,21,21
"24749","8727","CTNNAL1","ENSG00000119326",1012,131,765,0,38,92
"24750","8728","ADAM19","ENSG00000135074",104,69,33,9,133,66
"24751","8729","GBF1","ENSG00000107862",1940,160,1075,4,185,156
"24753","8731","RNMT","ENSG00000101654",666,54,434,0,64,65
"24754","8732","RNGTT","ENSG00000111880",352,64,207,0,23,25
"24755","8733","GPAA1","ENSG00000197858",678,37,211,0,20,23
"24756","8735","MYH13","ENSG00000006788",0,1,2,11,8,4
"24757","8736","MYOM1","ENSG00000101605",584,0,226,4,11,21
"24758","8737","RIPK1","ENSG00000137275",1597,125,916,3,39,100
"24759","8738","CRADD","ENSG00000169372",170,24,114,0,9,19
"24760","8739","HRK","ENSG00000135116",185,19,119,0,0,0
"24762","8740","TNFSF14","ENSG00000125735",37,73,18,0,0,0
"24763","8741","TNFSF13","ENSG00000161955",224,7,80,2,0,5
"24764","8742","TNFSF12","ENSG00000239697",553,29,244,0,9,4
"24765","8743","TNFSF10","ENSG00000121858",5997,314,5466,13,62,60
"24766","8744","TNFSF9","ENSG00000125657",227,3,439,0,4,0
"24767","8745","ADAM23","ENSG00000114948",58,5,33,20,15,5
"24768","8747","ADAM21","ENSG00000139985",0,2,7,0,9,0
"24769","8748","ADAM20","ENSG00000134007",17,0,16,2,14,2
"24770","8749","ADAM18","ENSG00000168619",0,0,0,0,0,6
"24771","8749","ADAM18","ENSG00000278548",0,0,0,0,0,6
"24773","8751","ADAM15","ENSG00000143537",2001,305,899,5,175,129
"24774","8754","ADAM9","ENSG00000168615",4158,382,2692,1,116,86
"24775","8754","ADAM9","ENSG00000282230",4158,382,2692,1,116,86
"24776","8755","ADAM6","ENSG00000271968",0,2,0,3,1,2
"24777","8755","ADAM6","ENSG00000282626",0,2,0,3,1,2
"24778","8756","ADAM7","ENSG00000069206",2,0,0,0,0,0
"24779","8759","ADAM1A",NA,101,16,28,0,4,4
"24780","8760","CDS2","ENSG00000101290",3244,151,1487,9,41,70
"24781","8761","PABPC4","ENSG00000090621",4049,247,1886,50,128,55
"24782","8763","CD164","ENSG00000135535",3795,399,3279,10,61,37
"24783","8764","TNFRSF14","ENSG00000157873",517,151,406,1,195,103
"24784","8764","TNFRSF14","ENSG00000273936",517,151,406,1,195,103
"24785","8766","RAB11A","ENSG00000103769",4402,262,2146,1,77,104
"24786","8767","RIPK2","ENSG00000104312",362,26,253,0,8,21
"24787","8771","TNFRSF6B","ENSG00000243509",0,0,0,0,0,0
"24788","8772","FADD","ENSG00000168040",633,59,261,0,15,21
"24789","8773","SNAP23","ENSG00000092531",1717,236,1845,0,85,55
"24790","8774","NAPG","ENSG00000134265",1106,51,483,2,35,32
"24791","8775","NAPA","ENSG00000105402",1431,113,779,10,47,55
"24792","8776","MTMR1","ENSG00000063601",462,48,356,16,30,25
"24794","8777","MPDZ","ENSG00000107186",2779,118,1831,2,288,168
"24795","8778","SIGLEC5","ENSG00000268500",100,137,108,0,0,5
"24796","8780","RIOK3","ENSG00000101782",1292,79,652,2,46,60
"24797","8784","TNFRSF18","ENSG00000186891",0,0,0,2,16,6
"24798","8785","MATN4","ENSG00000124159",3,1,0,9,0,0
"24799","8786","RGS11","ENSG00000076344",23,0,18,1,5,9
"24800","8787","RGS9","ENSG00000108370",34,27,8,0,4,2
"24801","8788","DLK1","ENSG00000185559",0,0,0,0,0,2
"24802","8789","FBP2","ENSG00000130957",0,1,0,0,0,0
"24803","8790","FPGT","ENSG00000254685",299,31,100,0,0,0
"24804","8792","TNFRSF11A","ENSG00000141655",297,56,199,2,0,3
"24805","8793","TNFRSF10D","ENSG00000173530",497,57,501,2,54,71
"24806","8794","TNFRSF10C","ENSG00000173535",326,97,79,0,5,4
"24807","8795","TNFRSF10B","ENSG00000120889",990,105,501,4,156,111
"24808","8796","SCEL","ENSG00000136155",0,0,0,5,20,7
"24809","8797","TNFRSF10A","ENSG00000104689",427,41,284,0,31,12
"24810","8798","DYRK4","ENSG00000010219",313,35,185,4,28,19
"24811","8799","PEX11B","ENSG00000131779",201,21,92,3,6,6
"24813","8800","PEX11A","ENSG00000166821",187,1,56,13,2,3
"24814","8801","SUCLG2","ENSG00000172340",698,78,529,0,24,33
"24815","8802","SUCLG1","ENSG00000163541",976,41,404,0,8,12
"24816","8803","SUCLA2","ENSG00000136143",398,15,292,0,20,10
"24817","8804","CREG1","ENSG00000143162",5438,261,4697,3,32,55
"24818","8805","TRIM24","ENSG00000122779",629,56,365,16,148,63
"24819","8807","IL18RAP","ENSG00000115607",51,27,0,0,0,2
"24820","8808","IL1RL2","ENSG00000115598",4,0,2,0,0,0
"24821","8809","IL18R1","ENSG00000115604",37,48,184,2,6,5
"24823","8811","GALR2","ENSG00000182687",35,0,82,0,0,2
"24824","8812","CCNK","ENSG00000090061",1049,82,467,0,58,55
"24825","8813","DPM1","ENSG00000000419",446,16,350,1,19,8
"24826","8814","CDKL1","ENSG00000100490",48,3,25,2,0,2
"24827","8815","BANF1","ENSG00000175334",182,7,114,0,8,6
"24828","8816","DCAF5","ENSG00000139990",1988,175,1258,3,146,92
"24829","8817","FGF18","ENSG00000156427",0,14,14,1,8,0
"24830","8818","DPM2","ENSG00000136908",185,11,157,4,9,16
"24831","8819","SAP30","ENSG00000164105",109,25,203,5,54,58
"24832","8820","HESX1","ENSG00000163666",3,6,11,5,2,0
"24833","8821","INPP4B","ENSG00000109452",1892,26,686,16,38,76
"24834","8822","FGF17","ENSG00000158815",1,0,6,0,2,0
"24835","8823","FGF16","ENSG00000196468",0,0,0,0,0,0
"24836","8824","CES2","ENSG00000172831",1023,78,473,2,49,57
"24837","8825","LIN7A","ENSG00000111052",257,7,63,0,0,13
"24838","8826","IQGAP1","ENSG00000140575",12088,1672,8020,14,477,365
"24839","8828","NRP2","ENSG00000118257",5563,240,2542,34,227,283
"24840","8829","NRP1","ENSG00000099250",7165,358,4160,34,669,371
"24843","8831","SYNGAP1","ENSG00000197283",457,54,165,12,116,56
"24844","8831","SYNGAP1","ENSG00000227460",457,54,165,12,116,56
"24845","8832","CD84","ENSG00000066294",5445,322,3950,1,10,13
"24846","8833","GMPS","ENSG00000163655",1086,62,579,0,6,56
"24847","8834","TMEM11","ENSG00000178307",211,12,90,0,13,17
"24848","8835","SOCS2","ENSG00000120833",317,29,608,8,25,63
"24849","8836","GGH","ENSG00000137563",37,5,16,0,0,7
"24850","8837","CFLAR","ENSG00000003402",7140,769,4099,13,1187,505
"24851","8838","CCN6","ENSG00000112761",1,0,0,0,0,1
"24852","8839","CCN5","ENSG00000064205",0,0,2,2,3,5
"24853","8840","CCN4","ENSG00000104415",26,0,17,0,0,5
"24854","8841","HDAC3","ENSG00000171720",431,62,301,4,27,45
"24855","8842","PROM1","ENSG00000007062",2471,26,1247,1,9,9
"24856","8843","HCAR3","ENSG00000255398",157,36,12,0,0,0
"24857","8844","KSR1","ENSG00000141068",530,89,377,10,191,84
"24859","8846","ALKBH1","ENSG00000100601",220,10,161,2,22,12
"24860","8847","DLEU2","ENSG00000231607",158,13,82,5,50,31
"24861","8848","TSC22D1","ENSG00000102804",15303,690,9215,10,382,436
"24863","8850","KAT2B","ENSG00000114166",1047,172,669,7,59,26
"24864","8851","CDK5R1","ENSG00000176749",60,11,25,7,0,3
"24865","8852","AKAP4","ENSG00000147081",0,0,0,2,0,5
"24866","8853","ASAP2","ENSG00000151693",1336,85,475,1,235,192
"24867","8854","ALDH1A2","ENSG00000128918",51,1,26,0,2,3
"24868","8856","NR1I2","ENSG00000144852",0,8,1,0,1,9
"24869","8857","FCGBP","ENSG00000275395",2335,7167,493,8,0,21
"24870","8857","FCGBP","ENSG00000281123",2335,7167,493,8,0,21
"24871","8858","PROZ","ENSG00000126231",0,0,3,0,0,4
"24872","8859","STK19","ENSG00000204344",91,12,126,6,27,27
"24873","8859","STK19","ENSG00000236250",91,12,126,6,27,27
"24874","8859","STK19","ENSG00000226033",91,12,126,6,27,27
"24875","8859","STK19","ENSG00000206342",91,12,126,6,27,27
"24876","8859","STK19","ENSG00000226257",91,12,126,6,27,27
"24877","8859","STK19","ENSG00000234947",91,12,126,6,27,27
"24879","8861","LDB1","ENSG00000198728",1907,175,1329,7,168,102
"24880","8862","APLN","ENSG00000171388",352,63,74,8,40,103
"24881","8863","PER3","ENSG00000049246",4602,80,3165,1,196,48
"24882","8864","PER2","ENSG00000132326",1370,53,895,4,187,35
"24883","8867","SYNJ1","ENSG00000159082",1061,132,683,37,105,41
